"term","frequency","density","occurrence"
"edsger",5,9.06832072836752e-05,0.01
"edt",1,1.8136641456735e-05,0.002
"educated",1,1.8136641456735e-05,0.002
"education",1,1.8136641456735e-05,0.002
"educational",2,3.62732829134701e-05,0.002
"educational
channel",1,1.8136641456735e-05,0.002
"educators",1,1.8136641456735e-05,0.002
"edward",12,0.00021763969748082,0.018
"eefqcwcvykjwvjpappdsf",1,1.8136641456735e-05,0.002
"effect",10,0.00018136641456735,0.012
"effective",1,1.8136641456735e-05,0.002
"effectively",3,5.44099243702051e-05,0.006
"effectivelyenforced",1,1.8136641456735e-05,0.002
"effectiveness",3,5.44099243702051e-05,0.006
"effects",1,1.8136641456735e-05,0.002
"effet",1,1.8136641456735e-05,0.002
"efficiency",3,5.44099243702051e-05,0.006
"efficient",12,0.00021763969748082,0.012
"efficiently",1,1.8136641456735e-05,0.002
"effort",8,0.00014509313165388,0.016
"efforts",5,9.06832072836752e-05,0.01
"efpp",2,3.62732829134701e-05,0.004
"efx",1,1.8136641456735e-05,0.002
"egad",1,1.8136641456735e-05,0.002
"egg",6,0.00010881984874041,0.004
"eggs",2,3.62732829134701e-05,0.004
"egh",6,0.00010881984874041,0.012
"egod",1,1.8136641456735e-05,0.002
"egx",1,1.8136641456735e-05,0.002
"egypt",8,0.00014509313165388,0.01
"eheh",1,1.8136641456735e-05,0.002
"ehmadscientistcom",1,1.8136641456735e-05,0.002
"eht",2,3.62732829134701e-05,0.004
"eight",2,3.62732829134701e-05,0.004
"eighteenforties",1,1.8136641456735e-05,0.002
"eighth",1,1.8136641456735e-05,0.002
"eilat",1,1.8136641456735e-05,0.002
"eine",1,1.8136641456735e-05,0.002
"einstein",1,1.8136641456735e-05,0.002
"eircom",8,0.00014509313165388,0.008
"eircoms",2,3.62732829134701e-05,0.004
"eirikur",13,0.000235776338937556,0.024
"either",7,0.000126956490197145,0.012
"ejijuqaqaqcaaeaaaaaaabaaeaaqeqbgaiaaaaaqaaaaaaadoaaeigacagaaaaelqtsnawny",1,1.8136641456735e-05,0.002
"ejwcseucscedu",5,9.06832072836752e-05,0.01
"ekho",1,1.8136641456735e-05,0.002
"ekoli",1,1.8136641456735e-05,0.002
"elaine",2,3.62732829134701e-05,0.002
"elam",1,1.8136641456735e-05,0.002
"elbow",1,1.8136641456735e-05,0.002
"elected",2,3.62732829134701e-05,0.002
"election",7,0.000126956490197145,0.01
"elections",2,3.62732829134701e-05,0.002
"electric",13,0.000235776338937556,0.01
"electrical",3,5.44099243702051e-05,0.004
"electrically",1,1.8136641456735e-05,0.002
"electrochemical",1,1.8136641456735e-05,0.002
"electronic",10,0.00018136641456735,0.016
"electronic
publishing",1,1.8136641456735e-05,0.002
"electronics",2,3.62732829134701e-05,0.002
"electrons",3,5.44099243702051e-05,0.004
"elegant",1,1.8136641456735e-05,0.002
"element",2,3.62732829134701e-05,0.004
"elementary",1,1.8136641456735e-05,0.002
"elements",1,1.8136641456735e-05,0.002
"elevator",4,7.25465658269402e-05,0.004
"elevenses",1,1.8136641456735e-05,0.002
"eliane",1,1.8136641456735e-05,0.002
"elias",4,7.25465658269402e-05,0.008
"eliascseucscedu",1,1.8136641456735e-05,0.002
"eligible",1,1.8136641456735e-05,0.002
"eliminate",1,1.8136641456735e-05,0.002
"eliminates",1,1.8136641456735e-05,0.002
"eliminating",1,1.8136641456735e-05,0.002
"elite",2,3.62732829134701e-05,0.002
"elitist",1,1.8136641456735e-05,0.002
"elizabeth",1,1.8136641456735e-05,0.002
"elkins",1,1.8136641456735e-05,0.002
"ellen",2,3.62732829134701e-05,0.004
"elliottengineouscom",1,1.8136641456735e-05,0.002
"else",43,0.000779875582639607,0.076
"elses",6,0.00010881984874041,0.012
"elsewhere",11,0.000199503056024085,0.022
"elswhere",4,7.25465658269402e-05,0.008
"elusive",1,1.8136641456735e-05,0.002
"elvis",8,0.00014509313165388,0.002
"elz",2,3.62732829134701e-05,0.004
"email",188,0.00340968859386619,0.276
"emailing",1,1.8136641456735e-05,0.002
"emails",12,0.00021763969748082,0.008
"emailspecific",1,1.8136641456735e-05,0.002
"emailyourgrouporg",1,1.8136641456735e-05,0.002
"emarketing",1,1.8136641456735e-05,0.002
"embedded",10,0.00018136641456735,0.01
"embodiment",1,1.8136641456735e-05,0.002
"emd",1,1.8136641456735e-05,0.002
"emerge",1,1.8136641456735e-05,0.002
"emerged",7,0.000126956490197145,0.012
"emergency",1,1.8136641456735e-05,0.002
"emergent",1,1.8136641456735e-05,0.002
"emerges",1,1.8136641456735e-05,0.002
"emerging",3,5.44099243702051e-05,0.004
"emerson",1,1.8136641456735e-05,0.002
"emfont",1,1.8136641456735e-05,0.002
"emigrate",2,3.62732829134701e-05,0.002
"emigration",1,1.8136641456735e-05,0.002
"emigrés",1,1.8136641456735e-05,0.002
"emily",1,1.8136641456735e-05,0.002
"emissions",5,9.06832072836752e-05,0.002
"emit",1,1.8136641456735e-05,0.002
"emotion",1,1.8136641456735e-05,0.002
"emotions",2,3.62732829134701e-05,0.004
"emperor",1,1.8136641456735e-05,0.002
"emperors",1,1.8136641456735e-05,0.002
"empire",3,5.44099243702051e-05,0.006
"employ",2,3.62732829134701e-05,0.004
"employed",1,1.8136641456735e-05,0.002
"employees",3,5.44099243702051e-05,0.004
"employer",1,1.8136641456735e-05,0.002
"employers",6,0.00010881984874041,0.008
"employing",1,1.8136641456735e-05,0.002
"employment",2,3.62732829134701e-05,0.002
"empowers",1,1.8136641456735e-05,0.002
"empty",5,9.06832072836752e-05,0.008
"emuk",1,1.8136641456735e-05,0.002
"emulated",1,1.8136641456735e-05,0.002
"enable",11,0.000199503056024085,0.018
"enabled",7,0.000126956490197145,0.01
"enablers",1,1.8136641456735e-05,0.002
"enables",1,1.8136641456735e-05,0.002
"enabling",1,1.8136641456735e-05,0.002
"enamored",1,1.8136641456735e-05,0.002
"enc",3,5.44099243702051e-05,0.006
"enclosed",1,1.8136641456735e-05,0.002
"enclosing",2,3.62732829134701e-05,0.004
"enclosure",1,1.8136641456735e-05,0.002
"encode",2,3.62732829134701e-05,0.004
"encoding",4,7.25465658269402e-05,0.004
"encounter",3,5.44099243702051e-05,0.004
"encountered",2,3.62732829134701e-05,0.004
"encountering",1,1.8136641456735e-05,0.002
"encounters",2,3.62732829134701e-05,0.004
"encourage",2,3.62732829134701e-05,0.002
"encouraged",2,3.62732829134701e-05,0.004
"encourages",1,1.8136641456735e-05,0.002
"encryption",1,1.8136641456735e-05,0.002
"end",18,0.000326459546221231,0.036
"endall",1,1.8136641456735e-05,0.002
"endif",2,3.62732829134701e-05,0.002
"ending",1,1.8136641456735e-05,0.002
"endless",4,7.25465658269402e-05,0.006
"endlessly",3,5.44099243702051e-05,0.006
"endocrine",2,3.62732829134701e-05,0.004
"endoftheworld",1,1.8136641456735e-05,0.002
"endorse",1,1.8136641456735e-05,0.002
"endorsed",5,9.06832072836752e-05,0.008
"endorsing",1,1.8136641456735e-05,0.002
"endowed",1,1.8136641456735e-05,0.002
"ends",2,3.62732829134701e-05,0.002
"endsection",4,7.25465658269402e-05,0.002
"endsubsection",7,0.000126956490197145,0.002
"endurance",2,3.62732829134701e-05,0.004
"endure",1,1.8136641456735e-05,0.002
"endures",1,1.8136641456735e-05,0.002
"enduring",1,1.8136641456735e-05,0.002
"enemies",1,1.8136641456735e-05,0.002
"energies",1,1.8136641456735e-05,0.002
"energy",22,0.000399006112048171,0.012
"enfant",1,1.8136641456735e-05,0.002
"enfants",1,1.8136641456735e-05,0.002
"enfoce",1,1.8136641456735e-05,0.002
"enforce",2,3.62732829134701e-05,0.002
"enforcement",1,1.8136641456735e-05,0.002
"enforcing",1,1.8136641456735e-05,0.002
"engage",4,7.25465658269402e-05,0.006
"engaged",4,7.25465658269402e-05,0.008
"engel",3,5.44099243702051e-05,0.006
"engine",3,5.44099243702051e-05,0.004
"engineer",12,0.00021763969748082,0.02
"engineering",11,0.000199503056024085,0.008
"engineers",1,1.8136641456735e-05,0.002
"engineertoengineer",1,1.8136641456735e-05,0.002
"engines",7,0.000126956490197145,0.01
"england",14,0.000253912980394291,0.018
"englands",2,3.62732829134701e-05,0.004
"english",12,0.00021763969748082,0.018
"enhanced",2,3.62732829134701e-05,0.004
"enhancement",1,1.8136641456735e-05,0.002
"enhancements",1,1.8136641456735e-05,0.002
"enigma",1,1.8136641456735e-05,0.002
"enigmatic",1,1.8136641456735e-05,0.002
"enjoy",3,5.44099243702051e-05,0.006
"enjoyed",1,1.8136641456735e-05,0.002
"enjoys",1,1.8136641456735e-05,0.002
"enlightened",1,1.8136641456735e-05,0.002
"enlightenment",1,1.8136641456735e-05,0.002
"enmities",1,1.8136641456735e-05,0.002
"enormous",2,3.62732829134701e-05,0.004
"enough",12,0.00021763969748082,0.024
"enriched",1,1.8136641456735e-05,0.002
"enrolement",1,1.8136641456735e-05,0.002
"enrollment",5,9.06832072836752e-05,0.002
"enron",1,1.8136641456735e-05,0.002
"ensure",11,0.000199503056024085,0.018
"entailed",1,1.8136641456735e-05,0.002
"entanglement",1,1.8136641456735e-05,0.002
"enter",4,7.25465658269402e-05,0.006
"entering",1,1.8136641456735e-05,0.002
"enterprise",3,5.44099243702051e-05,0.006
"enterprising",1,1.8136641456735e-05,0.002
"entertain",1,1.8136641456735e-05,0.002
"entertained",1,1.8136641456735e-05,0.002
"entertainment",5,9.06832072836752e-05,0.006
"enthroned",1,1.8136641456735e-05,0.002
"enthused",1,1.8136641456735e-05,0.002
"enthusiastic",2,3.62732829134701e-05,0.002
"enthusiasts",1,1.8136641456735e-05,0.002
"entire",13,0.000235776338937556,0.026
"entirely",13,0.000235776338937556,0.026
"entities",2,3.62732829134701e-05,0.004
"entity",2,3.62732829134701e-05,0.002
"entrance",1,1.8136641456735e-05,0.002
"entranced",1,1.8136641456735e-05,0.002
"entrants",1,1.8136641456735e-05,0.002
"entrepreneur",3,5.44099243702051e-05,0.006
"entrepreneurialship",2,3.62732829134701e-05,0.004
"entrepreneurs",2,3.62732829134701e-05,0.004
"entries",2,3.62732829134701e-05,0.004
"entry",4,7.25465658269402e-05,0.008
"environment",6,0.00010881984874041,0.012
"environmental",3,5.44099243702051e-05,0.002
"environmentalists",3,5.44099243702051e-05,0.004
"environmentally",1,1.8136641456735e-05,0.002
"envisager",1,1.8136641456735e-05,0.002
"envy",2,3.62732829134701e-05,0.004
"eon",1,1.8136641456735e-05,0.002
"epa",8,0.00014509313165388,0.002
"epas",2,3.62732829134701e-05,0.002
"epiphenomena",1,1.8136641456735e-05,0.002
"episode",1,1.8136641456735e-05,0.002
"episodes",1,1.8136641456735e-05,0.002
"eprint",1,1.8136641456735e-05,0.002
"equal",6,0.00010881984874041,0.012
"equally",2,3.62732829134701e-05,0.004
"equate",1,1.8136641456735e-05,0.002
"equipment",8,0.00014509313165388,0.014
"equipped",1,1.8136641456735e-05,0.002
"equity",1,1.8136641456735e-05,0.002
"equivalent",7,0.000126956490197145,0.014
"equivocation",1,1.8136641456735e-05,0.002
"era",1,1.8136641456735e-05,0.002
"erasing",1,1.8136641456735e-05,0.002
"erat",1,1.8136641456735e-05,0.002
"erection",1,1.8136641456735e-05,0.002
"ergonomics",1,1.8136641456735e-05,0.002
"ergonomists",1,1.8136641456735e-05,0.002
"eric",2,3.62732829134701e-05,0.004
"erik",4,7.25465658269402e-05,0.002
"eriksson",1,1.8136641456735e-05,0.002
"erikvanderkolkyahoocom",2,3.62732829134701e-05,0.002
"erling",1,1.8136641456735e-05,0.002
"erlmailspamassassindnspmlinedid",1,1.8136641456735e-05,0.002
"erm",3,5.44099243702051e-05,0.006
"ernest",2,3.62732829134701e-05,0.004
"errant",1,1.8136641456735e-05,0.002
"erratically",1,1.8136641456735e-05,0.002
"errno",1,1.8136641456735e-05,0.002
"error",24,0.000435279394961641,0.034
"errors",8,0.00014509313165388,0.014
"eructed",1,1.8136641456735e-05,0.002
"erudite",1,1.8136641456735e-05,0.002
"erupted",1,1.8136641456735e-05,0.002
"escape",1,1.8136641456735e-05,0.002
"escaped",2,3.62732829134701e-05,0.004
"escaping",1,1.8136641456735e-05,0.002
"escort",1,1.8136641456735e-05,0.002
"escribif",2,3.62732829134701e-05,0.002
"especially",11,0.000199503056024085,0.022
"espouses",3,5.44099243702051e-05,0.006
"essay",2,3.62732829134701e-05,0.004
"essence",2,3.62732829134701e-05,0.002
"essential",2,3.62732829134701e-05,0.002
"essentially",9,0.000163229773110615,0.01
"essex",1,1.8136641456735e-05,0.002
"est",3,5.44099243702051e-05,0.004
"establish",4,7.25465658269402e-05,0.008
"established",8,0.00014509313165388,0.016
"estate",2,3.62732829134701e-05,0.004
"estimate",2,3.62732829134701e-05,0.002
"estimated",2,3.62732829134701e-05,0.004
"estimates",2,3.62732829134701e-05,0.004
"etal",1,1.8136641456735e-05,0.002
"etc",41,0.000743602299726137,0.072
"etcapt",2,3.62732829134701e-05,0.002
"etcmakedevd",1,1.8136641456735e-05,0.002
"etcmodulesconf",1,1.8136641456735e-05,0.002
"etcxxfconfig",1,1.8136641456735e-05,0.002
"eth",1,1.8136641456735e-05,0.002
"ethernet",7,0.000126956490197145,0.008
"ethical",2,3.62732829134701e-05,0.004
"ethics",1,1.8136641456735e-05,0.002
"ethnic",1,1.8136641456735e-05,0.002
"ethodnewviapackagerazorclientagentperhapsyouforgottoloadrazorclientagentatusrlocallibperlsitep",1,1.8136641456735e-05,0.002
"ethos",1,1.8136641456735e-05,0.002
"etruscan",1,1.8136641456735e-05,0.002
"eucd",1,1.8136641456735e-05,0.002
"eugen",10,0.00018136641456735,0.016
"eula",1,1.8136641456735e-05,0.002
"eur",2,3.62732829134701e-05,0.004
"euro",1,1.8136641456735e-05,0.002
"euroamerican",1,1.8136641456735e-05,0.002
"europe",13,0.000235776338937556,0.018
"european",17,0.000308322904764496,0.012
"europeans",3,5.44099243702051e-05,0.002
"europes",3,5.44099243702051e-05,0.006
"eurotrash",1,1.8136641456735e-05,0.002
"eus",2,3.62732829134701e-05,0.002
"eval",1,1.8136641456735e-05,0.002
"evaluate",1,1.8136641456735e-05,0.002
"evaluated",1,1.8136641456735e-05,0.002
"ev and charlie",1,1.8136641456735e-05,0.002
"ev and jerry",1,1.8136641456735e-05,0.002
"evangelical",5,9.06832072836752e-05,0.002
"evangelicals",4,7.25465658269402e-05,0.002
"evans",1,1.8136641456735e-05,0.002
"evansville",2,3.62732829134701e-05,0.004
"evaporates",1,1.8136641456735e-05,0.002
"even",12,0.00021763969748082,0.018
"even before bush the american political system was a shambles",1,1.8136641456735e-05,0.002
"evenimentul",1,1.8136641456735e-05,0.002
"evening",3,5.44099243702051e-05,0.006
"event",13,0.000235776338937556,0.022
"events",1,1.8136641456735e-05,0.002
"eventually",10,0.00018136641456735,0.018
"ever",5,9.06832072836752e-05,0.006
"everett",1,1.8136641456735e-05,0.002
"everett dirksen 
and the modern presidents",1,1.8136641456735e-05,0.002
"everpopular",1,1.8136641456735e-05,0.002
"everybodys always saying 
the regulators did this and this and this but candidly the storys 
quite the opposite i think the regulators bent over backward for six 
years to give them a chance conditions dont get that good except once 
every thirty years and it didnt happen so whatever the reason were 
looking at a worldcom thats teetering were looking at a longdistance 
business that has had a rapid decline in its revenue base at  t is 
breaking itself up sprint has struggled",1,1.8136641456735e-05,0.002
"everyday",1,1.8136641456735e-05,0.002
"everyhting",1,1.8136641456735e-05,0.002
"everyone",1,1.8136641456735e-05,0.002
"everyonenet",1,1.8136641456735e-05,0.002
"everyones",2,3.62732829134701e-05,0.004
"everything",7,0.000126956490197145,0.014
"everywhere",2,3.62732829134701e-05,0.004
"eveything",1,1.8136641456735e-05,0.002
"evidence",20,0.000362732829134701,0.022
"evidently",2,3.62732829134701e-05,0.004
"evil",5,9.06832072836752e-05,0.006
"evildoers",6,0.00010881984874041,0.012
"evo",1,1.8136641456735e-05,0.002
"evokes",1,1.8136641456735e-05,0.002
"evolution",1,1.8136641456735e-05,0.002
"evolutionarily",1,1.8136641456735e-05,0.002
"evolution of document species",1,1.8136641456735e-05,0.002
"evolved",7,0.000126956490197145,0.01
"evs",1,1.8136641456735e-05,0.002
"exact",5,9.06832072836752e-05,0.008
"exactly",35,0.000634782450985726,0.068
"exactly perfectly identical between males 
and females",1,1.8136641456735e-05,0.002
"exaggerated",1,1.8136641456735e-05,0.002
"exaggeratedly",1,1.8136641456735e-05,0.002
"exaggerates",1,1.8136641456735e-05,0.002
"exam",1,1.8136641456735e-05,0.002
"examine",2,3.62732829134701e-05,0.004
"examined",1,1.8136641456735e-05,0.002
"example",45,0.000816148865553077,0.062
"exampledoes",1,1.8136641456735e-05,0.002
"examples",6,0.00010881984874041,0.012
"exapmple",1,1.8136641456735e-05,0.002
"exbeatle",1,1.8136641456735e-05,0.002
"exceeded",1,1.8136641456735e-05,0.002
"excellent",1,1.8136641456735e-05,0.002
"except",24,0.000435279394961641,0.046
"exception",1,1.8136641456735e-05,0.002
"excerpt",2,3.62732829134701e-05,0.004
"excerpts",1,1.8136641456735e-05,0.002
"excerptsmallerim",1,1.8136641456735e-05,0.002
"excersised",1,1.8136641456735e-05,0.002
"excess",1,1.8136641456735e-05,0.002
"excessive",2,3.62732829134701e-05,0.004
"exchange",6,0.00010881984874041,0.006
"excited",2,3.62732829134701e-05,0.004
"excitedly",1,1.8136641456735e-05,0.002
"excitement",2,3.62732829134701e-05,0.004
"exciting",1,1.8136641456735e-05,0.002
"exclude",2,3.62732829134701e-05,0.004
"exclusive",3,5.44099243702051e-05,0.006
"exclusivity",1,1.8136641456735e-05,0.002
"excrement",1,1.8136641456735e-05,0.002
"excrete",1,1.8136641456735e-05,0.002
"excruciating",1,1.8136641456735e-05,0.002
"excuse",3,5.44099243702051e-05,0.006
"excuses",3,5.44099243702051e-05,0.006
"exe",1,1.8136641456735e-05,0.002
"exec",5,9.06832072836752e-05,0.006
"execprefix",1,1.8136641456735e-05,0.002
"execprefixurlurl",2,3.62732829134701e-05,0.004
"execprefixusr",2,3.62732829134701e-05,0.004
"executables",1,1.8136641456735e-05,0.002
"execute",3,5.44099243702051e-05,0.006
"executing",1,1.8136641456735e-05,0.002
"execution",2,3.62732829134701e-05,0.004
"executive",25,0.000453416036418376,0.02
"executives",5,9.06832072836752e-05,0.01
"exemple",1,1.8136641456735e-05,0.002
"exempt",1,1.8136641456735e-05,0.002
"exemption",2,3.62732829134701e-05,0.004
"exemptions",2,3.62732829134701e-05,0.002
"exercise",4,7.25465658269402e-05,0.006
"exhaust",5,9.06832072836752e-05,0.002
"exhaustion",2,3.62732829134701e-05,0.004
"exhaustive",3,5.44099243702051e-05,0.006
"exhausts",4,7.25465658269402e-05,0.002
"exhibited",1,1.8136641456735e-05,0.002
"exim",1,1.8136641456735e-05,0.002
"exist",14,0.000253912980394291,0.02
"existed",2,3.62732829134701e-05,0.004
"existence",6,0.00010881984874041,0.01
"existing",11,0.000199503056024085,0.018
"exists",6,0.00010881984874041,0.012
"exit",6,0.00010881984874041,0.01
"exited",1,1.8136641456735e-05,0.002
"exits",1,1.8136641456735e-05,0.002
"exmh",13,0.000235776338937556,0.016
"exmhdebug",1,1.8136641456735e-05,0.002
"exmhexmhdefaults",1,1.8136641456735e-05,0.002
"exmhfolder",2,3.62732829134701e-05,0.002
"exmhlog",2,3.62732829134701e-05,0.002
"exmh log",1,1.8136641456735e-05,0.002
"exmhlogcreate",1,1.8136641456735e-05,0.002
"exmhlogdisablebut",2,3.62732829134701e-05,0.002
"exmhlogsave",1,1.8136641456735e-05,0.002
"exmhlogtoggle",2,3.62732829134701e-05,0.002
"exmhlogtop",2,3.62732829134701e-05,0.002
"exmhlogtopbut",3,5.44099243702051e-05,0.002
"exmhlogtrunc",1,1.8136641456735e-05,0.002
"exmhlogwindow",1,1.8136641456735e-05,0.002
"exmhlogwrite",4,7.25465658269402e-05,0.002
"exmhlogyview",1,1.8136641456735e-05,0.002
"exmhp",15,0.000272049621851026,0.01
"exmhstatus",1,1.8136641456735e-05,0.002
"exmhtodo",1,1.8136641456735e-05,0.002
"exmhusers",4,7.25465658269402e-05,0.006
"exmhusersredhatcom",4,7.25465658269402e-05,0.006
"exmhworkers",8,0.00014509313165388,0.016
"exmhworkersredhatcom",8,0.00014509313165388,0.016
"exoskeletally",1,1.8136641456735e-05,0.002
"exotic",2,3.62732829134701e-05,0.004
"expand",1,1.8136641456735e-05,0.002
"expandedservice",2,3.62732829134701e-05,0.002
"expands",2,3.62732829134701e-05,0.004
"expanse",1,1.8136641456735e-05,0.002
"expect",12,0.00021763969748082,0.024
"expect a  percent to  percent boost with pc",1,1.8136641456735e-05,0.002
"expectation",1,1.8136641456735e-05,0.002
"expectationby",1,1.8136641456735e-05,0.002
"expectations",2,3.62732829134701e-05,0.002
"expected",10,0.00018136641456735,0.012
"expecting",2,3.62732829134701e-05,0.004
"expects",4,7.25465658269402e-05,0.008
"expense",6,0.00010881984874041,0.012
"expenses",3,5.44099243702051e-05,0.006
"expensive",8,0.00014509313165388,0.016
"experience",26,0.000471552677875111,0.036
"experienced",1,1.8136641456735e-05,0.002
"experiences",3,5.44099243702051e-05,0.006
"experiment",3,5.44099243702051e-05,0.006
"experimental",3,5.44099243702051e-05,0.006
"experimenting",1,1.8136641456735e-05,0.002
"experiments",1,1.8136641456735e-05,0.002
"expert",1,1.8136641456735e-05,0.002
"experts",9,0.000163229773110615,0.018
"expired",1,1.8136641456735e-05,0.002
"expiring",1,1.8136641456735e-05,0.002
